,rewards
915,-146.96999999999997
916,-141.96999999999997
917,-140.04
918,-143.30999999999997
919,-149.51
920,-148.57
921,-149.32
922,-142.45999999999998
923,-145.73000000000002
924,-149.51
925,-143.43
926,-146.57999999999998
927,-138.87
928,-136.20999999999998
929,-146.34
930,-149.37
931,-149.0
932,-148.9
933,-147.68999999999997
934,-141.34999999999997
935,-149.32
936,-149.03
937,-140.88
938,-149.84
939,-145.2
940,-144.01999999999998
941,-141.66000000000003
942,-148.26999999999998
943,-146.66
944,-142.69000000000003
945,-143.09
946,-148.39
947,-147.79999999999998
948,-149.73999999999998
949,-139.16
950,-149.86
951,-149.99
952,-148.44
953,-149.92000000000002
954,-149.13
955,-140.64999999999998
956,-143.78000000000003
957,-149.6
958,-140.07999999999998
959,-143.3
960,-149.76
961,-146.21999999999997
962,-146.74999999999997
963,-141.26
964,-140.57
965,-141.76
966,-144.56
967,-139.72
968,-144.88
969,-149.34
970,-149.43
971,-149.84
972,-148.76
973,-148.76999999999998
974,-145.81
975,-131.28
976,-148.35999999999999
977,-139.54999999999998
978,-149.64
979,-149.01999999999998
980,-144.29000000000002
981,-149.95
982,-149.0
983,-143.20999999999998
984,-141.90999999999997
985,-148.91
986,-149.93
987,-147.92000000000002
988,-138.82
989,-146.09
990,-145.61
991,-148.59
992,-149.39
993,-143.85
994,-138.96
995,-147.97
996,-140.8
997,-140.31
998,-149.82999999999998
999,-139.29
